"","Município","UF","Operações de Crédito por Município","Proporção Relativa de Capital de Risco","Capital Poupado per capita","Índice de Capital Disponível","V7","Tempo de Viabilidade de Localização","Tempo de Registro, Cadastro e Viabilidade de Nome","Taxa de Congestionamento em Tribunais","Índice de Tempo de Processos","Alíquota Interna do ICMS","Alíquota Interna do IPTU","Alíquota Interna do ISS","Qualidade de Gestão Fiscal","Índice de Tributação","Simplicidade Tributária","CNDs Municipais","Atualização de Zoneamento","Índice de Complexidade Burocrática","V16","Nota do IDEB","Proporção de Adultos com pelo menos o Ensino Médio Completo","Taxa Líquida de Matrícula no Ensino Médio","Nota Média no ENEM","Proporção de Matriculados no Ensino Técnico e Profissionalizante","Índice de Acesso e Qualidade da Mão de Obra Básica","Proporção de Adultos com pelo menos os Ensino Superior Completo","Proporção de Alunos Concluintes em Cursos de Alta Qualidade","Custo Médio de Salários de Dirigentes","Índice de Acesso e Qualidade da Mão de Obra Qualificada","V13","Pesquisas pelo Termo Empreendedora","Pesquisas pelo Termo Empreendedorismo","Pesquisas pelo Termo MEI","Índice de Iniciativa","Pesquisas por Sebrae","Pesquisas por Franquia","Pesquisas por SIMPLES Nacional","Pesquisas por Senac","Índice de Instituições","V12.x","Conectividade Via Rodovias","Número de Decolagens por Ano","Distância ao Porto Mais Próximo","Índice de Transporte Interurbano","Acesso à Internet Rápida","Preço Médio do m²","Custo da Energia Elétrica","Taxa de Homicídios","Índice de Condições Urbanas","V12.y","Proporção de Mestres e Doutores em C&T","Proporção de Funcionários em C&T","Média de Investimentos do BNDES e FINEP","Infraestrutura Tecnológica","Contratos de Concessão","Índice de Inputs","Patentes","Tamanho da Indústria Inovadora","Tamanho da Indústria Criativa","Tamanho das Empresas TIC","Índice de Output","V14","Índice de Desenvolvimento Humano","Crescimento Real Médio do PIB","Número de Empresas Exportadoras com Sede na Cidade","Índice de Desenvolvimento Econômico","PIB per capita","Proporção entre Grandes/Médias e Médias/Pequenas Empresas","Compras Públicas","Índice de Clientes Potenciais","V11"
"75","Petrolina","PE",0.326911170577305,0,4737.12959551662,5.55725366982211,5.55725366982211,27.7535617936293,45.1270771273754,0.96697054143627,5.54615557494837,0.106915492962018,0.00392285894109038,0.010704684484017,0.745536497892402,5.81101941860809,0.0107358426803094,1,0,5.31041449785415,5.06843894300312,5,0.461618798955614,0.773583113040929,535.48934751773,0.0118385749595863,5.80646255723042,0.227676240208877,0.18539755351682,3652.73349108118,6.24303083122996,6.02957391353792,73,41.16,56,6.71974456099607,29.64,48.95,35.51,21.83,6.00274095846961,6.38445683881581,4,1464,480,5.059633975,1.133641463,1318.926989,0.7358,40.90468929,4.751348739,4.367936376,7.74102744546094,0.0307179491901548,32.5374736101337,0,62.9838142153413,4.69126228229107,3.87051372273047,0.00263898662913441,0.0102040816326531,0.0103800140745954,4.99925126587095,4.74522903090419,0.697,0.025466451,0.009324419,5.491593308,20.21900983,1.127803489,546661.1632,5.318695663,5.282229846
"76","Ponta Grossa","PR",0.395798345685819,0,9238.65692875337,5.74554948832029,5.74554948832029,20.1616441903343,17.6797090173313,0.97769938601046,6.39090560651483,0.0842502936233628,0.00532757916972501,0.00880540952946387,0.619982573209919,6.06904419691799,0.0293223296694658,1,21,6.1288453624073,6.41165890204916,4.8,0.524626865671642,0.662632710698953,549.79717693837,0.0153897445697332,6.02079596782687,0.318283582089552,0.344666123778502,5120.26107897934,6.59936678743304,6.37056746919182,0,42.9,47.56,5.53394757296008,23.65,48,43.45,7.44,5.72853000207473,5.60754155977052,5,8,144,5.292431838,3.55790914,301.9423574,0.55881,16.1632826,9.144902803,7.817201369,17.5809649702578,0.0923659352372551,0,0,86.9795109054858,5.6967279642543,4.6265697290152,0.00951751487111699,0.0128222075346993,0.0117647058823529,5.59323141218788,5.61422663440611,0.763,0.010002912,0.008592201,6.089221118,43.48311494,1.86722618,332150.1453,7.628236709,7.036167556
"77","Franca","SP",0.549229390909089,0,11332.5317496841,5.91305641213212,5.91305641213212,24.561985371575,37.6790908189119,0.984344186999689,5.3335319305116,0.0802103444976061,0.0120567908681966,0.00995659734038517,0.729987798686337,6.04063323917462,0.0598935831042717,1,0,6.7473708230558,6.08497245941252,5.6,0.585127201565558,0.637307807046432,566.732210274791,0.011577471747249,6.7482407676239,0.36105675146771,0.162880699983173,3757.79424547744,6.89389700354016,6.98123086683836,15.39,0,70.3,5.23477969771547,40.47,56.07,65.61,4.55,6.45873432541651,5.83690935439759,5,3320,395,5.319412192,3.835320565,2076.028614,0.67864,6.69383247,6.713705598,6.0246916,1.70377101317583,0.0490651054681612,0,0,239.323034984098,6.0199726321441,4.31621990004543,0.0127214902317129,0.0160154475238528,0.0104497955474784,5.79298942297008,5.89838009953455,0.78,-0.007633559,0.018627896,6.676660292,28.35777698,0.750801787,298053.4652,4.837032963,5.706603992
"78","Canoas","RS",0.199319091592359,0,9437.30364740598,5.62249617600894,5.62249617600894,16.0462944305669,43.1684982508307,0.974788396323478,5.4195544047475,0.0985774299256746,0.00529983034901727,0.00536978147862563,0.593025408313403,6.43475607999298,0.0142848987849278,1,0,5.41415886393044,5.48854691374418,4.2,0.575757575757576,0.66643761117133,557.042386363636,0.00777056578952591,5.72293048854654,0.262337662337662,0.129426468546035,5539.47981322192,5.20968867795284,5.36220514569856,0,38.76,69,5.89625217282193,29.76,43.07,38.71,25.83,6.03201516354431,5.96182883620855,5,18869,17,6.422688103,3.808025094,2574.762757,0.64309,15.72650746,6.172633801,6.44385361,5.92216582064298,0.0964174225850246,0,1,111.675126903553,6.38913975517675,6.5989847715736,0.0225042301184433,0.0111675126903553,0.0157360406091371,6.39736574179821,6.42731762459704,0.75,-0.042581499,0.012013536,5.351381719,58.98950041,0.926709735,906213.1173,6.259693141,5.765355745
"79","Pelotas","RS",0.487945901447753,0,9398.26577978396,5.81128724339359,5.81128724339359,23.284908823563,43.1684982508307,0.969192067548197,5.53210334550964,0.0985774299256746,0.0133332746292839,0.0084789496314572,0.688686169141839,5.58515550991132,0.0253009456620002,1,0,5.7361748496573,5.19837279672533,4.4,0.491666666666667,0.681018979406296,556.980424528302,0.0283228868884415,6.35077117774554,0.300320512820513,0.376889848812095,4443.83947822823,6.94485103205594,6.77417651937776,0,31.35,60,5.52943997227642,31.68,40.15,35.55,27.88,6.00257402648291,5.7509702079841,3,255,19,5.462786147,3.548765946,1083.566256,0.6297,11.34294672,6.79538738,6.192486202,20.7841284837034,0.0537828472422755,53.5014958274287,1,72.114627617698,6.16200293213756,12.4389859864588,0.00677058730908518,0.0135411746181704,0.0160604629192253,6.64177159021457,6.43670008782413,0.739,-0.001468104,0.005825854,5.430180562,27.47294562,1.018580819,549969.0934,5.349501457,5.263764222
"80","Vitória da Conquista","BA",0.399758632228424,0,6081.35702167657,5.64790051737208,5.64790051737208,52.6382553606969,53.9731516063554,0.976791621518833,5.2357975849372,0.1063845782264,0.00630274078960433,0.0112576796102403,0.767652821366731,5.54616146940914,0.0201999147183458,1,13,6.03148731885901,5.17041546607845,4.5,0.444080741953082,0.83535544014739,546.20275432526,0.010950223177281,5.73157481949013,0.213311511183852,0.199205621753743,3458.46578644764,6.37858926293319,6.06582663159502,0,20.9,48,5.02697759299391,41.76,39.04,28.8,14.49,5.78095246888508,5.3656628019392,4,1491,205,5.095752127,2.116920758,1916.70935,0.74949,56.16293654,4.81613595,4.443168294,9.3641443890651,0.0348574399677423,0,0,69.4759099833862,4.82348450852717,1.35931128228364,0.00513517595529376,0.0116296631928712,0.0107234556713487,4.97228162282174,4.80241398892814,0.678,-0.000690237,0.001359311,4.357889907,21.1374275,0.842334213,405649.9915,4.77150679,4.268122825
"81","Ribeirão das Neves","MG",0.108926483025132,0,1430.711357146,5.30874198738281,5.30874198738281,32.4550278566549,41.9186853718288,0.959794244813362,5.7456858265218,0.104240103539998,0.00703895587379995,0.00568884570889732,0.775608903527859,6.54406383530778,0.0173300609712365,0,14,4.69570559669383,5.29067628508789,4.2,0.388996138996139,0.573611191820406,540.289682997118,0.00273063913941289,4.03705121854361,0.147683397683398,0,3758.82559713376,4.9035846535858,4.17193017061128,0,46.23,42.72,5.50838543838835,21.5,32.9,0,11.48,4.80218383337465,5.10100177833787,2,30048,351,4.617655491,1.977675263,1116.566886,0.61805,19.624211,5.964521725,4.942915158,0,0.0387749595250944,0,0,76.2448132780083,4.63123198497367,1.55601659751037,0.0103734439834025,0.00570539419087137,0.00674273858921162,4.41209484797874,4.39360492798589,0.684,0.008562379,0.003630705,4.715436982,12.72729962,1.37204142,898768.4515,5.553528173,4.955641229
"82","Uberaba","MG",0.308426170353122,0,10906.7759119776,5.74099320694705,5.74099320694705,47.8273271385755,41.9186853718288,0.938557076736742,6.19469073052775,0.104240103539998,0.00446077445225434,0.00729203542366016,0.80991174886374,6.44012138399222,0.00948089825585349,1,13,5.71815398878978,6.24677790678146,5.1,0.503167062549485,0.646784699489867,574.675402061856,0.00824206628737293,6.03739437492104,0.309580364212193,0.165066798614547,4592.80631070307,6.05507592851778,6.0552540216743,0,30.82,0,4.23113668441293,23.5,54.6,29.6,12.32,5.71428346945353,4.90669466521164,3,430,517,4.824235714,4.037002207,1388.372629,0.61805,13.81227647,6.755422324,5.686606026,6.64160401002506,0.0536207554368562,3485.46323433584,1,119.799498746867,6.24737966934488,6.64160401002506,0.0110275689223058,0.01265664160401,0.00827067669172932,5.54120886053885,5.8851376785412,0.772,-0.002940362,0.006015038,5.856224094,45.67305754,1.005612004,462459.1372,5.956438557,5.886976623
"83","Paulista","PE",0.167829805871681,0,2536.59742549396,5.38263981882207,5.38263981882207,43.2166577417112,45.1270771273754,0.918481076748923,6.58613306464657,0.106915492962018,0.00792464451466003,0.00784062447455262,0.748176394391095,5.82566805804725,0.013422462340647,1,17,5.72880174401894,6.09830315378584,4.2,0.579593267882188,0.606379770279458,521.073989455185,0.0105887424018592,5.21197589739401,0.166549789621318,0,4120.66514937107,4.76523065994126,4.79131495661665,0,42.14,64.4,5.87700712480028,25.48,37.4,24.12,36.26,5.82896552582479,5.8435389745255,6,30800,14,7.088943977,0.851756654,2422.807916,0.7358,27.00945925,4.433608835,5.644030135,0,0.0389207163174552,0,0,97.7578475336323,4.79732718661358,3.1390134529148,0.0103139013452915,0.00582959641255605,0.0112107623318386,4.9271765123741,4.76369627692647,0.732,0.006305288,0.002690583,5.257861117,13.47289705,1.498702422,772396.7346,5.836432878,5.453574252
"84","Praia Grande","SP",0.282276655172136,0,6771.75252783441,5.5924735918252,5.5924735918252,15.7590441700847,37.6790908189119,0.990446866756091,5.21463545917635,0.0802103444976061,0.0629316856511342,0.0095764588766802,0.929667779645957,6.42187907565047,0.101470455512164,1,9,8.60467169890164,7.56693586800758,5.4,0.564165844027641,0.806166243193938,534.431274238227,0.00959953554564944,6.54187993873424,0.223099703849951,0.282306163021869,3258.33547886109,6.97362825825399,6.90556556699702,12.54,26.23,75.05,5.91143869867962,27.93,74.76,0,0,5.42220115706663,5.64540920520856,2,18,24,5.110183311,4.514477462,4556.532076,0.620542118,11.29426311,6.603592864,5.786600364,0,0.0373307431354925,0,0,62.2988070441204,4.51193439823127,0.378716152243893,0.00170422268509752,0.00416587767468283,0.00624881651202424,3.86985553624427,4.03418420285721,0.754,0.016352894,0.001325507,5.612513658,22.64003995,0.3504696,921974.4429,3.825920963,4.454569949
"85","Cascavel","PR",0.575039443615925,0.0342475603560337,12014.893630253,5.96397932466523,5.96397932466523,2.78170689962655,17.6797090173313,0.9723320542641,6.50340205008484,0.0842502936233628,0.006876984495258,0.0118866575552191,0.745096741001427,5.94639625232296,0.0181246088268616,1,3,7.45223442301522,7.32981510181391,5,0.511435331230284,0.635892816278505,548.337395944504,0.0151323748805266,5.9506356146837,0.359227129337539,0.297551789077213,4636.52446081572,6.88288103254554,6.49805337691318,36.96,46.75,41,6.01320031808376,26.23,56,45.03,8.06,5.95116120146354,5.98103566484602,5,959,474,5.254934619,3.695807161,843.1282488,0.55881,19.63859043,7.256402002,6.381236779,6.77177018304941,0.0675241739802262,0,1,144.11173420802,6.414037150439,8.46471272881177,0.0158713363665221,0.0165061898211829,0.0134377314569887,6.56288718141102,6.53077440208977,0.782,-0.001078726,0.006665961,6.056414112,37.49887078,0.607474048,370492.4031,4.86430935,5.348856598
"86","São José dos Pinhais","PR",0.120256499280561,0,8990.71603610065,5.55626082686135,5.55626082686135,20.4918506120712,17.6797090173313,0.975758221642699,6.42965973289646,0.0842502936233628,0.00263389136260622,0.00601985571114723,0.701284596455958,7.44300879575941,0.0322519725511913,0,4,6.16359329714085,7.42366200696647,4.9,0.554388597149287,0.571564904962404,538.756286579213,0.00762063261547691,5.46179393549383,0.211552888222056,0.410596026490066,8558.17480159484,5.35045760077162,5.29028156155861,0,40.15,63.14,5.80329331230582,32.68,43.2,41.87,9.3,5.80883684403406,5.7936024875961,3,13739,47,5.402829187,3.456308649,1124.128912,0.55881,17.93078716,6.94097847,6.256332361,0,0.145622525296964,25380.7106598985,0,193.062605752961,7.48964812948359,6.76818950930626,0.0307952622673435,0.0089678510998308,0.0104906937394247,6.10138780257986,6.86442840864154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Guarujá","SP",0.173453434431916,0,8004.64680885109,5.55997397592639,5.55997397592639,20.7999098826407,37.6790908189119,0.994933057903899,5.12765510479765,0.0802103444976061,0.0578317272036083,0.0231970044508965,0.759649393500216,5.27964692062386,0.104355437778975,1,0,8.04705918859075,6.31766877404152,5.2,0.560169491525424,0.679581462695935,540.98264573991,0.00918888633650395,6.08819397316348,0.241525423728814,0.046140195208518,4743.57939320388,5.07063249312624,5.49737138373053,17.67,28.06,56.05,5.62069370193724,0,65.86,0,3.25,4.85420924135404,5.1884487958414,2,36387,6,7.606197003,4.071349665,4868.488474,0.622065737,9.8468507,6.508747429,7.576837194,0,0.0395344102076829,74019.2092449592,0,60.9180609180609,7.56227387665367,0.429000429000429,0.00171600171600172,0.00664950664950665,0.00600600600600601,4.03537517602341,5.78139802998748,0.751,-0.010329451,0.002145002,5.228657338,28.02228773,0.825932334,1110050.417,4.97778069,4.917917695
"88","Taubaté","SP",0.167230055820616,0.00206640349472234,12362.4975905492,5.69499490070293,5.69499490070293,8.36498377295361,37.6790908189119,0.984998325201885,5.32193176617639,0.0802103444976061,0.00689367830991374,0.00643808987382666,0.630590358896264,6.57758567418395,0.0270390252804837,0,0,4.56683463561001,4.92774286005695,5.6,0.615205223880597,0.742596907594193,577.90558411215,0.0138169896839535,7.47177642136529,0.402518656716418,0.06750219876869,6041.11902798233,5.66116479368207,6.67696932013798,0,34.77,71.25,5.85081590943457,33.06,72.09,0,7.8,5.6164897174527,5.7165368865893,4,11,119,5.103395701,3.118078673,1384.820584,0.63592,5.610622779,7.081965983,6.138199942,4.80413895048041,0.130008101340404,0,0,148.373983739837,6.11223527661034,4.0650406504065,0.0136733185513673,0.0133037694013304,0.00997782705099778,5.56572699154597,5.82503313818995,0.8,0.003354428,0.009977827,6.565854254,57.21953744,1.351990504,730227.5257,7.06089534,6.981441945
"89","Palmas","TO",0.711057101534871,0,9862.60281028502,5.97292719835484,5.97292719835484,20.4010026679531,36.8376348371025,0.952502381402266,5.99939496289543,0.156767719736847,0.00756511109335145,0.0165760440887531,0.736247593459419,4.3869551115624,0.0218132269762833,1,26.9999999999996,5.84820512969743,4.76568098984156,5.4,0.54108440469536,0.726941277393887,540.1864,0.00680832989249293,6.13135171659537,0.370318613750699,0.181041181041181,4441.99941446965,6.57773623799203,6.42370317555708,100,78.85,76,8.41984044430619,73,57.75,59.22,51,7.85559204227617,8.27508955415118,4,1811,944,5.055337614,2.276404265,1359.166491,0.66799,33.82809583,5.512680246,4.93235838,15.8520475561427,0.0364421885857579,205.250990752972,0,115.752972258917,5.39267185820177,5.44914134742404,0.00247688243064729,0.0158520475561427,0.0150264200792602,5.92482688969616,5.62918909663762,0.788,0.033108555,0.001651255,6.330218628,33.34812302,1.479619105,679481.8151,6.489248477,6.494396552
"90","Limeira","SP",0.234916232750569,0,13281.6277788682,5.76800524952957,5.76800524952957,4.74058148143495,37.6790908189119,0.980643827837223,5.4092741343147,0.0802103444976061,0.00891489069702825,0.0088568578903931,0.754071613433296,6.33156700210443,0.030207075620972,1,0,5.87958857079264,5.73462164935282,5.4,0.601860465116279,0.707284657493422,583.345521191294,0.017711289710191,7.4265216350252,0.34,0.43298969072165,6151.77662098181,6.73778325569404,7.29324274815111,0,27.45,66.5,5.57719819773949,0,56.96,0,7.8,4.78729593023968,5.12969685830266,8,49496,187,7.134349494,2.844183884,637.2772839,0.62258,7.078894277,7.522207668,7.980646904,2.5074439742987,0.150808087875184,6860.5077574048,0,97.6335997492556,6.11638728707804,5.79846419056574,0.0402758188371729,0.0540667606958157,0.0115969283811315,9.66895047482173,8.05661822699757,0.775,0.000564409,0.031186334,7.512840016,44.35859426,1.231897041,547238.904,6.369777936,7.135811087
"91","Camaçari","BA",0.0573691827663376,0,7875.98544992368,5.47945910342319,5.47945910342319,112.502548208869,53.9731516063554,0.990805512930433,4.95976075859029,0.1063845782264,0.00664897111973232,0.0060291154768042,0.976480410206809,6.94940073518402,0.0316792384170758,0,12,5.18393393211625,5.36593341300864,4.2,0.557247899159664,0.906852780506125,519.386397515528,0.01800766142008,6.32817052995058,0.115546218487395,0.208904109589041,7900.88159658344,4.03569953145821,5.02235900903368,0,29.45,56.25,5.4044753995946,41.18,49.92,28.8,17.94,6.03080204352927,5.69949370170749,3,20480,38,5.635550278,1.572174717,1490.337522,0.74949,78.58787612,4.701317802,4.760020249,0,0.183110351657314,0,0,116.564417177914,6.18330876995222,7.011393514461,0.0251241600934852,0.00964066608238387,0.00876424189307625,5.85201682534638,6.01919280860533,0.694,0.006748896,0.017528484,5.684843106,84.87630656,1.021825397,1344303.437,7.353353719,6.626359407
"92","Santarém","PA",0.303155270981681,0,3780.55777893812,5.51123805442552,5.51123805442552,18.4564831487371,28.9911626996481,0.960529376793238,6.05885867874512,0.0949895895488403,0.000812763155724193,0.0108703504408266,0.59164075017562,8.50975956322172,0.00240690947550847,1,0,5.06694697579964,7.14351309392098,4.6,0.510913500404204,0.915551731242141,528.395342741935,0.0114501868105435,6.16669936876013,0.237671786580437,0.036175710594315,3436.77143650794,5.8819223827328,6.0290530820266,0,71.61,63.64,6.55246032063274,61.92,51.06,48,31.62,6.98488377596999,6.81806823199604,2,2031,80,4.790709454,0.970733511,4812.757517,0.76597,15.56728147,4.38047642,3.890923628,11.1338997949018,0.030554350968488,0,0,45.1215939056549,4.65232545375081,1.46498681511866,0.00527395253442719,0.00761793143861705,0.00791092880164078,4.4710570127245,4.43710008890236,0.691,-0.014371917,0.007617931,4.716195013,16.62511716,0.994897959,705406.0117,4.924019955,4.576306998
"93","Petrópolis","RJ",0.151090788303185,0,13025.6025251999,5.70468514596315,5.70468514596315,10.3647727149224,34.7362237089388,0.977610201746936,5.53707013030771,0.0680447322993826,0.00916820387634402,0.00725766088695166,0.672688437216624,6.88483581465047,0.0259983534540741,1,21.9999999999998,6.01917500588581,6.30838381575392,4.2,0.531000885739593,0.577776092637717,569.18025862069,0.0088564693940481,5.42609097540112,0.276350752878654,0.154309371471584,4574.5778283767,5.81454309641023,5.54625409569875,0,27.44,71,5.67340317696121,25.74,56.09,37.17,28.06,6.21197609098227,5.93900677159344,4,42453,54,6.294550507,3.978550777,1686.230611,0.826959994,7.813924413,6.121041369,6.309852457,0,0.0563208664748688,0,0,128.252788104089,5.18085366571802,1.85873605947955,0.00354849611355188,0.0143629604596147,0.0135180804325786,5.3902154169174,5.22364513958261,0.745,-0.028109686,0.00675904,5.172929076,44.42078634,1.13444753,682920.7483,6.174241763,5.606138569
"94","Mossoró","RN",0.417191677482968,0,5338.62545425818,5.63579377867949,5.63579377867949,18.1747720289665,28.9875786961797,0.96404433170466,5.98668364749273,0.0957251441070231,0.00509393478319606,0.0125406242386746,0.705389212081914,5.62196878207077,0.0198738254027518,0,10,4.9351353072454,4.98188236555843,3.9,0.485333333333333,0.64509685084902,551.547941403238,0.0288857667566458,5.88536495538202,0.219666666666667,0.160631143300569,2936.86721391174,6.82120549862547,6.42219888686725,63,62,47.74,6.88864042075076,48.99,39.95,45.5,20.5,6.30911617236183,6.63736324265628,5,283,33,5.595547311,2.263035235,611.2444951,0.67223,66.49286354,6.167962791,5.823680442,33.1916616069622,0.0532712456344587,9.51447075490791,0,79.1337785873305,5.76349754399825,3.03582270795386,0.00829791540174054,0.0123456790123457,0.0105241853875734,5.26916333525508,5.47443335507874,0.72,0.005557098,0.00445254,5.197756631,22.79863196,0.729336516,468584.3021,4.600062741,4.671392052
"95","Suzano","SP",0.166463680857405,0,7592.437212629,5.54228271279393,5.54228271279393,13.2877456869197,37.6790908189119,0.989367769114925,5.23580371689865,0.0802103444976061,0.0108906017720432,0.00641091587475287,0.788151447408968,6.84934887383221,0.0395798542357882,1,24.0000000000001,6.39429866538474,6.33521059466754,5.2,0.651006711409396,0.862969890339583,547.098512195122,0.0109727319197996,7.27838496628903,0.26366251198466,0.15609756097561,5823.47084709869,5.23091357854532,6.30432248828494,0,33.55,60.8,5.59822477297154,39.33,58.74,0,3.9,5.41110911485481,5.47283599249172,4,83133,39,7.40362733,2.270256463,1372.936424,0.637468135,9.22883219,6.241846619,7.226814514,0,0.0936590136243416,0,0,92.4204001127078,5.22788111292767,3.66300366300366,0.019723865877712,0.010989010989011,0.00873485488870104,5.45555510636285,5.28469551761927,0.765,-0.006689757,0.016060862,6.332808099,39.68508917,1.360404104,762917.5725,6.467877715,6.483065522
"96","Taboão da Serra","SP",0.157614556764558,0,7534.2202212901,5.5346078737269,5.5346078737269,25.9998009353181,37.6790908189119,0.98816296352352,5.25869738116214,0.0802103444976061,0.0109141972802676,0.00996515569583675,0.655661602373405,5.86674345475086,0.0262000110240247,1,0,5.76245591236662,5.2224677950348,5.3,0.569060773480663,0.799099147613454,544.77451303155,0.00987536460657126,6.6372241096234,0.266850828729282,0.167582417582418,6630.55799430431,5.06928887305629,5.82463193681558,0,0,0,3.50770773399758,35.34,60.52,0,9.75,5.49003347786755,4.40240545741742,1,36387,63,5.486250923,2.475881262,2301.648796,0.59449,5.041542309,6.976177643,6.344772445,0,0.0694440020808782,0,0,178.716216216216,5.6805479907928,6.41891891891892,0.0358108108108108,0.00945945945945946,0.0118243243243243,6.37240237575221,6.02876855271906,0.769,-0.024666497,0.021621622,6.465180454,29.61921231,0.649285714,861785.2847,4.674972773,5.481241801
"97","Várzea Grande","MT",0.255688471911467,0,4533.27125554871,5.50388766073382,5.50388766073382,13.8103933673675,25.3747835399693,0.952401784137995,6.37999281131525,0.195900196611692,0.00628138054020063,0.00785068245454256,0.946973332920932,5.50099720067336,0.0174619034274355,1,0,5.50702759379625,5.57212963846849,4.3,0.518626309662398,0.750969391326754,507.245521885522,0.00296031271730701,4.88331823894281,0.209545983701979,0.207792207792208,4201.17483253589,5.83180833722099,5.2322462307443,0,36.96,56.28,5.58139838994546,44.1,35,62,15.62,6.3095434110138,5.94196676705555,4,8574,1122,5.222572409,1.656226432,370.7191996,0.82512,21.69548493,6.480379006,5.778529757,0,0.0431831885768535,0,1,92.1457905544148,5.60527638744506,1.28336755646817,0.013347022587269,0.00949691991786448,0.00795687885010267,4.85387899791083,5.16284112045586,0.734,0.001613274,0.004106776,5.302855862,29.60444654,1.343106996,664422.4335,6.082044426,5.628901301
"98","Sumaré","SP",0.13407902701217,0.0399777936771874,6817.16123156533,5.51065653766091,5.51065653766091,70.1997476663245,37.6790908189119,0.989801358445542,5.22639779733329,0.0802103444976061,0.00596069898708772,0.00589542293165044,0.605130781040393,6.73774983398695,0.0315074637139067,0,24.9999999999998,4.92855415235899,5.22582725807335,5.2,0.565878378378378,0.617818297331107,526.657307692308,0.00651011409225929,5.62210406151229,0.186655405405405,0,9623.63337888623,3.3733931898319,4.20471163367008,0,0,60.8,4.8107153217569,0,64.08,0,3.9,4.83569358175081,4.74758155223422,2,49496,159,5.90061447,3.278599396,2388.958524,0.67864,11.38421734,5.993759714,5.921248656,0,0.116279364918203,0,0,147.856755290288,5.84747743489896,2.1703743895822,0.0295713510580575,0.00813890396093326,0.00678241996744438,5.26879507802988,5.51986053241993,0.762,0.012908796,0.016820402,6.630644297,51.20997326,0.964357318,654239.0598,6.065392638,6.419929315
"99","Marabá","PA",0.214806246072922,0,3812.41902705935,5.45408114753087,5.45408114753087,22.9998407059477,28.9911626996481,0.977589588078835,5.71253969370562,0.0949895895488403,0.0010180807740747,0.0134798444898458,0.843409925554863,8.25241343735843,0.0112105574119546,1,0,5.32429113926242,6.90138117903617,4.3,0.475494411006019,0.71681602328761,523.191881838074,0.00999168186324246,5.07441216028462,0.187446259673259,0.137648131267092,5194.21580587178,4.91029646208969,4.79579768511276,0,60.06,59.2,6.18619666597905,50.4,49.58,51.2,17,6.52591465455575,6.37893640744556,2,1048,476,4.63421221,0.892607347,896.6071685,0.76597,53.18705156,4.811367454,4.095503156,4.92156259612427,0.0799081138731643,0,0,49.2156259612427,4.92443390768388,3.6911719470932,0.00338357428483544,0.00768994155644417,0.0113811135035374,4.90440642122592,4.82038358684136,0.668,0.095644028,0.003075977,5.759190483,39.69092413,1.950511299,947437.114,7.665256863,6.859390025
"100","Gravataí","RS",0.157192350316904,0,5131.68754114664,5.4580402482807,5.4580402482807,6.23277262742523,43.1684982508307,0.975393879266807,5.40898214799773,0.0985774299256746,0.00364095980973353,0.00487236227006035,0.851811733336692,7.59258238243885,0.0100330365204237,1,0,5.28987039334225,6.2037580939891,4.4,0.56328320802005,0.609133387718345,552.607843137255,0.00961616049503061,5.61600717658034,0.207393483709273,0.234015345268542,6192.30053243848,5.08944784630838,5.22646716228218,0,33.06,62,5.61244039964451,33.12,40.88,38.71,32.8,6.18824279854616,5.89393737939113,4,18869,32,5.865393502,2.407127649,1214.938498,0.64309,18.90994663,5.939213228,5.854320817,0,0.159743233297898,0,0,87.3287671232877,5.75803895098959,2.56849315068493,0.0271118721461187,0.0105593607305936,0.0111301369863014,5.75071961502915,5.73310279015228,0.736,0.019942178,0.016267123,6.356825708,43.41043689,1.00547092,795221.3552,5.877427605,6.141328468
"101","Santa Maria","RS",0.598252795217584,0,10142.408302035,5.90754222039732,5.90754222039732,20.7172735727036,43.1684982508307,0.964654898040604,5.62464690639524,0.0985774299256746,0.00700890439387775,0.00985638775657425,0.775689226681161,5.82986110453403,0.0213758392976818,1,11,6.1466656649833,5.72115870474603,4.5,0.517918676774638,0.630263289839899,573.10700729927,0.0238653501748316,6.39856935543178,0.338731909028256,0.590361445783133,3952.08867703046,8.36307420277107,7.65017208062455,28.08,38.76,57,6.04133965416071,35.04,43.8,38.71,18.45,5.98904738247629,6.01616987985459,5,266,184,5.27974773,3.781329013,942.561639,0.644020688,18.93680368,6.666982852,5.960283968,71.0270822687787,0.0497527190316329,19.8657809572475,1,95.8950774995742,7.79896474112786,10.0493953329927,0.00698347811275762,0.0168625447112928,0.0154999148356328,6.61756189055156,7.31292714926519,0.784,0.037498144,0.003065917,6.430328617,30.74374296,1.002148228,418066.3419,5.429966774,5.915714156
